"","acc"
"2498",0
"2499",0
"2500",1
"2501",1
"2502",1
"2503",1
"2504",1
"2505",1
"2506",1
"2507",1
"2508",0
"2509",0
"2510",0
"2511",0
"2512",1
"2513",0
"2514",1
"2515",1
"2516",0
"2517",1
"2518",1
"2519",1
"2520",0
"2521",0
"2522",0
"2523",1
"2524",0
"2525",0
"2526",0
"2527",0
"2528",1
"2529",0
"2530",0
"2531",1
"2532",1
"2533",1
"2534",1
"2535",0
"2536",0
"2537",0
"2538",1
"2539",1
"2540",0
"2541",0
"2542",0
"2543",0
"2544",1
"2545",1
"2546",0
"2547",1
"2548",0
"2549",1
"2550",0
"2551",0
"2552",0
"2553",1
"2554",0
"2555",0
"2556",1
"2557",1
"2558",1
"2559",0
"2560",0
"2561",1
"2562",1
"2563",1
"2564",1
"2565",1
"2566",1
"2567",1
"2568",0
"2569",0
"2570",1
"2571",1
"2572",0
"2573",1
"2574",0
"2575",0
"2576",0
"2577",0
"2578",1
"2579",0
"2580",1
"2581",1
"2582",0
"2583",0
"2584",1
"2585",1
"2586",0
"2587",1
"2588",0
"2589",0
"2590",0
"2591",0
"2592",1
"2593",1
"2594",1
"2595",1
"2596",1
"2597",1
"2598",1
"2599",1
"2600",1
"2601",0
"2602",1
"2603",1
"2604",0
"2605",1
"2606",1
"2607",0
"2608",1
"2609",1
"2610",0
"2611",1
"2612",0
"2613",1
"2614",0
"2615",1
"2616",1
"2617",1
"2618",1
"2619",1
"2620",0
"2621",1
"2622",0
"2623",1
"2624",1
"2625",1
"2626",1
"2627",1
"2628",0
"2629",0
"2630",1
"2631",1
"2632",0
"2633",0
"2634",1
"2635",1
"2636",0
"2637",1
"2638",1
"2639",1
"2640",0
"2641",0
"2642",1
"2643",1
"2644",1
"2645",1
"2646",0
"2647",1
"2648",0
"2649",1
"2650",0
"2651",1
"2652",0
"2653",1
"2654",1
"2655",1
"2656",1
"2657",0
"2658",1
"2659",0
"2660",1
"2661",0
"2662",0
"2663",1
"2664",1
"2665",0
"2666",1
"2667",0
"2668",0
"2669",0
"2670",0
"2671",1
"2672",0
"2673",1
"2674",1
"2675",1
"2676",0
"2677",1
"2678",1
"2679",1
"2680",1
"2681",1
"2682",1
"2683",1
"2684",1
"2685",0
"2686",1
"2687",1
"2688",0
"2689",0
"2690",0
"2691",1
"2692",1
"2693",1
"2694",0
"2695",0
"2696",0
"2697",0
"2698",1
"2699",0
"2700",1
"2701",0
"2702",1
"2703",0
"2704",1
"2705",1
"2706",1
"2707",0
"2708",1
"2709",0
"2710",0
"2711",1
"2712",0
"2713",0
"2714",1
"2715",1
"2716",1
"2717",0
"2718",1
"2719",0
"2720",1
"2721",0
"2722",0
"2723",1
"2724",0
"2725",1
"2726",1
"2727",1
"2728",0
"2729",0
"2730",1
"2731",0
"2732",0
"2733",1
"2734",0
"2735",0
"2736",0
"2737",1
"2738",0
"2739",1
"2740",1
"2741",0
"2742",0
"2743",1
"2744",0
"2745",1
"2746",1
"2747",1
"2748",1
"2749",1
"2750",1
"2751",0
"2752",0
"2753",0
"2754",1
"2755",0
"2756",1
"2757",0
"2758",1
"2759",0
"2760",0
"2761",0
"2762",0
"2763",1
"2764",0
"2765",0
"2766",1
"2767",1
"2768",1
"2769",0
"2770",1
"2771",0
"2772",0
"2773",1
"2774",1
"2775",0
"2776",1
"2777",0
"2778",1
"2779",1
"2780",0
"2781",0
"2782",0
"2783",0
"2784",0
"2785",1
"2786",0
"2787",0
"2788",0
"2789",0
"2790",1
"2791",1
"2792",1
"2793",1
"2794",1
"2795",1
"2796",1
"2797",1
"2798",1
"2799",0
"2800",1
"2801",1
"2802",1
"2803",1
"2804",0
"2805",1
"2806",0
"2807",0
"2808",0
"2809",0
"2810",1
"2811",1
"2812",1
"2813",0
"2814",0
"2815",0
"2816",1
"2817",1
"2818",1
"2819",0
"2820",1
"2821",1
"2822",0
"2823",0
"2824",0
"2825",1
"2826",1
"2827",1
"2828",1
"2829",1
"2830",1
"2831",1
"2832",1
"2833",1
"2834",1
"2835",1
"2836",1
"2837",0
"2838",1
"2839",1
"2840",0
"2841",0
"2842",1
"2843",0
"2844",1
"2845",0
"2846",0
"2847",1
"2848",0
"2849",1
"2850",1
"2851",1
"2852",0
"2853",0
"2854",0
"2855",1
"2856",0
"2857",0
"2858",1
"2859",0
"2860",1
"2861",0
"2862",0
"2863",0
"2864",0
"2865",0
"2866",1
"2867",0
"2868",0
"2869",0
"2870",1
"2871",0
"2872",0
"2873",0
"2874",0
"2875",0
"2876",1
"2877",1
"2878",0
"2879",0
"2880",0
"2881",1
"2882",1
"2883",1
"2884",1
"2885",1
"2886",1
"2887",1
"2888",0
"2889",1
"2890",1
"2891",1
"2892",1
"2893",1
"2894",1
"2895",1
"2896",1
"2897",0
"2898",1
"2899",1
"2900",0
"2901",0
"2902",1
"2903",0
"2904",0
"2905",0
"2906",0
"2907",0
"2908",0
"2909",1
"2910",1
"2911",0
"2912",0
"2913",0
"2914",1
"2915",1
"2916",1
"2917",0
"2918",1
"2919",1
"2920",1
"2921",0
"2922",1
"2923",0
"2924",1
"2925",0
"2926",0
"2927",1
"2928",1
"2929",0
"2930",0
"2931",1
"2932",1
"2933",1
"2934",0
"2935",0
"2936",0
"2937",1
"2938",0
"2939",0
"2940",1
"2941",1
"2942",0
"2943",1
"2944",1
"2945",1
"2946",1
"2947",1
"2948",1
"2949",0
"2950",1
"2951",0
"2952",0
"2953",1
"2954",1
"2955",0
"2956",0
"2957",0
"2958",1
"2959",0
"2960",1
"2961",1
"2962",0
"2963",1
"2964",1
"2965",0
"2966",1
"2967",1
"2968",1
"2969",1
"2970",0
"2971",0
"2972",0
"2973",0
"2974",0
"2975",1
"2976",1
"2977",0
"2978",1
"2979",1
"2980",1
"2981",0
"2982",0
"2983",1
"2984",0
"2985",1
"2986",1
"2987",1
"2988",1
"2989",1
"2990",1
"2991",1
"2992",1
"2993",1
"2994",1
"2995",1
"2996",0
"2997",1
"2998",1
"2999",1
"3000",1
"3001",0
"3002",1
"3003",0
"3004",1
"3005",1
"3006",0
"3007",1
"3008",1
"3009",1
"3010",1
"3011",1
"3012",0
"3013",1
"3014",1
"3015",0
"3016",0
"3017",0
"3018",1
"3019",1
"3020",1
"3021",1
"3022",1
"3023",1
"3024",1
"3025",1
"3026",1
"3027",1
"3028",0
"3029",1
"3030",0
"3031",1
"3032",1
"3033",0
"3034",1
"3035",1
"3036",0
"3037",1
"3038",1
"3039",0
"3040",0
"3041",1
"3042",0
"3043",1
"3044",0
"3045",1
"3046",1
"3047",1
"3048",0
"3049",1
"3050",1
"3051",1
"3052",1
"3053",1
"3054",1
"3055",1
"3056",1
"3057",0
"3058",1
"3059",1
"3060",1
"3061",1
"3062",1
"3063",1
"3064",1
"3065",1
"3066",1
"3067",1
"3068",1
"3069",1
"3070",1
"3071",0
"3072",0
"3073",0
"3074",1
"3075",1
"3076",1
"3077",1
"3078",1
"3079",1
"3080",0
"3081",1
"3082",1
"3083",1
"3084",1
"3085",0
"3086",0
"3087",1
"3088",1
"3089",1
"3090",1
"3091",1
"3092",1
"3093",0
"3094",1
"3095",0
"3096",1
"3097",1
"3098",0
"3099",1
"3100",1
"3101",1
"3102",1
"3103",1
"3104",0
"3105",1
"3106",1
"3107",1
"3108",0
"3109",1
"3110",1
"3111",1
"3112",1
"3113",0
"3114",1
"3115",1
"3116",1
"3117",1
"3118",1
"3119",0
"3120",1
"3121",1
"3122",1
"3123",1
"3124",1
"3125",0
"3126",1
"3127",1
"3128",1
"3129",1
"3130",1
"3131",0
"3132",1
"3133",1
"3134",1
"3135",1
"3136",0
"3137",0
"3138",1
"3139",1
"3140",1
"3141",1
"3142",1
"3143",0
"3144",0
"3145",1
"3146",0
"3147",1
"3148",1
"3149",0
"3150",0
"3151",1
"3152",1
"3153",1
"3154",0
"3155",1
"3156",1
"3157",1
"3158",1
"3159",1
"3160",1
"3161",1
"3162",1
"3163",0
"3164",0
"3165",0
"3166",1
"3167",1
"3168",1
"3169",1
"3170",1
"3171",0
"3172",0
"3173",0
"3174",1
"3175",1
"3176",1
"3177",0
"3178",1
"3179",1
"3180",1
"3181",1
"3182",1
"3183",1
"3184",1
"3185",1
"3186",1
"3187",0
"3188",1
"3189",1
"3190",1
"3191",0
"3192",1
"3193",1
"3194",1
"3195",1
"3196",1
"3197",1
"3198",1
"3199",1
"3200",1
"3201",1
"3202",1
"3203",1
"3204",1
"3205",0
"3206",0
"3207",1
"3208",0
"3209",1
"3210",1
"3211",1
"3212",1
"3213",1
"3214",1
"3215",0
"3216",1
"3217",1
"3218",0
"3219",0
"3220",1
"3221",1
"3222",0
"3223",1
"3224",0
"3225",1
"3226",0
"3227",1
"3228",1
"3229",1
"3230",1
"3231",1
"3232",1
"3233",1
"3234",1
"3235",1
"3236",1
"3237",1
"3238",1
"3239",1
"3240",1
"3241",1
"3242",0
"3243",0
"3244",1
"3245",1
"3246",1
"3247",0
"3248",1
"3249",0
"3250",1
"3251",1
"3252",1
"3253",1
"3254",0
"3255",1
"3256",1
"3257",0
"3258",1
"3259",1
"3260",1
"3261",1
"3262",0
"3263",0
"3264",0
"3265",1
"3266",1
"3267",1
"3268",1
"3269",0
"3270",1
"3271",1
"3272",0
"3273",1
"3274",1
"3275",1
"3276",0
"3277",1
"3278",1
"3279",0
"3280",1
"3281",0
"3282",0
"3283",0
"3284",1
"3285",1
"3286",0
"3287",1
"3288",1
"3289",1
"3290",1
"3291",1
"3292",1
"3293",0
"3294",1
"3295",0
"3296",0
"3297",1
"3298",1
"3299",0
"3300",1
"3301",0
"3302",1
"3303",1
"3304",1
"3305",0
"3306",0
"3307",1
"3308",0
"3309",0
"3310",0
"3311",0
"3312",0
"3313",1
"3314",1
"3315",1
"3316",1
"3317",1
"3318",1
"3319",1
"3320",1
"3321",1
"3322",1
"3323",1
"3324",0
"3325",1
"3326",1
"3327",1
"3328",0
"3329",1
"3330",1
"3331",0
"3332",0
"3333",0
"3334",1
"3335",1
"3336",1
"3337",0
"3338",1
"3339",0
"3340",0
"3341",1
"3342",1
"3343",1
"3344",0
"3345",1
"3346",1
"3347",1
"3348",1
"3349",1
"3350",0
"3351",1
"3352",1
"3353",1
"3354",1
"3355",1
"3356",1
"3357",1
"3358",0
"3359",0
"3360",0
"3361",1
"3362",0
"3363",1
"3364",0
"3365",1
"3366",1
"3367",1
"3368",0
"3369",1
"3370",1
"3371",1
"3372",1
"3373",1
"3374",0
"3375",0
"3376",0
"3377",0
"3378",0
"3379",0
"3380",0
"3381",0
"3382",1
"3383",1
"3384",0
"3385",1
"3386",1
"3387",1
"3388",0
"3389",0
"3390",0
"3391",0
"3392",0
"3393",0
"3394",1
"3395",1
"3396",1
"3397",0
"3398",0
"3399",1
"3400",0
"3401",1
"3402",0
"3403",1
"3404",1
"3405",1
"3406",0
"3407",0
"3408",1
"3409",1
"3410",1
"3411",1
"3412",1
"3413",1
"3414",0
"3415",1
"3416",0
"3417",1
"3418",0
"3419",1
"3420",1
"3421",1
"3422",0
"3423",1
"3424",1
"3425",1
"3426",0
"3427",1
"3428",1
"3429",0
"3430",0
"3431",1
"3432",0
"3433",0
"3434",0
"3435",1
"3436",1
"3437",0
"3438",0
"3439",1
"3440",1
"3441",0
"3442",0
"3443",0
"3444",0
"3445",0
"3446",1
"3447",0
"3448",0
"3449",0
"3450",1
"3451",0
"3452",0
"3453",0
"3454",1
"3455",0
"3456",0
"3457",0
"3458",0
"3459",1
"3460",0
"3461",1
"3462",1
"3463",1
"3464",0
"3465",1
"3466",1
"3467",1
"3468",1
"3469",0
"3470",0
"3471",0
"3472",1
"3473",1
"3474",0
"3475",1
"3476",0
"3477",1
"3478",0
"3479",0
"3480",1
"3481",1
"3482",1
"3483",1
"3484",1
"3485",1
"3486",0
"3487",1
"3488",1
"3489",1
"3490",1
"3491",1
"3492",1
"3493",1
"3494",1
"3495",1
"3496",1
"3497",1
"3498",0
"3499",0
"3500",1
"3501",0
"3502",1
"3503",1
"3504",1
"3505",1
"3506",1
"3507",1
"3508",1
"3509",0
"3510",1
"3511",0
"3512",1
"3513",1
"3514",1
"3515",1
"3516",1
"3517",1
"3518",1
"3519",0
"3520",1
"3521",1
"3522",1
"3523",1
"3524",1
"3525",1
"3526",1
"3527",1
"3528",1
"3529",1
"3530",1
"3531",1
"3532",0
"3533",1
"3534",0
"3535",0
"3536",1
"3537",0
"3538",1
"3539",1
"3540",1
"3541",1
"3542",1
"3543",0
"3544",0
"3545",1
"3546",0
"3547",0
"3548",1
"3549",1
"3550",1
"3551",1
"3552",1
"3553",1
"3554",1
"3555",1
"3556",0
"3557",1
"3558",1
"3559",1
"3560",0
"3561",1
"3562",1
"3563",1
"3564",1
"3565",1
"3566",1
"3567",1
"3568",1
"3569",1
"3570",1
"3571",1
"3572",1
"3573",1
"3574",1
"3575",1
"3576",1
"3577",1
"3578",1
"3579",1
"3580",1
"3581",1
"3582",1
"3583",0
"3584",0
"3585",0
"3586",1
"3587",1
"3588",1
"3589",1
"3590",1
"3591",1
"3592",1
"3593",1
"3594",1
"3595",1
"3596",1
"3597",1
"3598",1
"3599",1
"3600",1
"3601",1
"3602",1
"3603",1
"3604",1
"3605",1
"3606",1
"3607",0
"3608",1
"3609",1
"3610",0
"3611",1
"3612",1
"3613",1
"3614",1
"3615",1
"3616",1
"3617",1
"3618",1
"3619",1
"3620",1
"3621",0
"3622",1
"3623",1
"3624",1
"3625",1
"3626",1
"3627",1
"3628",1
"3629",1
"3630",1
"3631",0
"3632",1
"3633",1
"3634",1
"3635",1
"3636",1
"3637",0
"3638",1
"3639",0
"3640",1
"3641",0
"3642",1
"3643",1
"3644",1
"3645",1
"3646",1
"3647",1
"3648",1
"3649",1
"3650",1
"3651",1
"3652",1
"3653",1
"3654",1
"3655",1
"3656",1
"3657",1
"3658",1
"3659",1
"3660",1
"3661",1
"3662",1
"3663",1
"3664",1
"3665",1
"3666",1
"3667",1
"3668",1
"3669",1
"3670",1
"3671",1
"3672",1
"3673",1
"3674",1
"3675",1
"3676",1
"3677",1
"3678",1
"3679",1
"3680",1
"3681",1
"3682",1
"3683",1
"3684",1
"3685",1
"3686",1
"3687",1
"3688",1
"3689",1
"3690",1
"3691",0
"3692",1
"3693",1
"3694",1
"3695",1
"3696",1
"3697",1
"3698",0
"3699",0
"3700",0
"3701",1
"3702",0
"3703",1
"3704",1
"3705",1
"3706",1
"3707",1
"3708",1
"3709",1
"3710",0
"3711",0
"3712",1
"3713",0
"3714",1
"3715",1
"3716",1
"3717",1
"3718",1
"3719",1
"3720",1
"3721",1
"3722",1
"3723",1
"3724",1
"3725",0
"3726",1
"3727",1
"3728",1
"3729",1
"3730",1
"3731",0
"3732",0
"3733",1
"3734",1
"3735",1
"3736",1
"3737",1
"3738",1
"3739",1
"3740",1
"3741",1
"3742",0
"3743",1
"3744",0
"3745",1
"3746",1
"3747",1
"3748",1
"3749",0
"3750",0
"3751",1
"3752",1
"3753",1
"3754",1
"3755",1
"3756",0
"3757",1
"3758",0
"3759",1
"3760",1
"3761",1
"3762",0
"3763",1
"3764",1
"3765",1
"3766",1
"3767",1
"3768",1
"3769",1
"3770",1
"3771",1
"3772",1
"3773",1
"3774",1
"3775",1
"3776",0
"3777",1
"3778",1
"3779",1
"3780",1
"3781",1
"3782",1
"3783",1
"3784",1
"3785",1
"3786",1
"3787",0
"3788",1
"3789",1
"3790",1
"3791",1
"3792",1
"3793",0
"3794",1
"3795",1
"3796",0
"3797",1
"3798",0
"3799",1
"3800",1
"3801",1
"3802",1
"3803",1
"3804",0
"3805",1
"3806",1
"3807",1
"3808",1
"3809",1
"3810",1
"3811",1
"3812",1
"3813",1
"3814",1
"3815",1
"3816",1
"3817",1
"3818",1
"3819",1
"3820",1
"3821",1
"3822",1
"3823",1
"3824",1
"3825",0
"3826",1
"3827",1
"3828",1
"3829",1
"3830",1
"3831",1
"3832",1
"3833",1
"3834",0
"3835",1
"3836",1
"3837",1
"3838",0
"3839",1
"3840",1
"3841",1
"3842",1
"3843",1
"3844",1
"3845",1
"3846",1
"3847",1
"3848",1
"3849",1
"3850",1
"3851",1
"3852",1
"3853",1
"3854",1
"3855",1
"3856",0
"3857",0
"3858",1
"3859",1
"3860",1
"3861",1
"3862",1
"3863",0
"3864",1
"3865",1
"3866",1
"3867",1
"3868",1
"3869",1
"3870",1
"3871",1
"3872",1
"3873",1
"3874",1
"3875",1
"3876",1
"3877",1
"3878",1
"3879",1
"3880",1
"3881",1
"3882",1
"3883",0
"3884",1
"3885",1
"3886",1
"3887",1
"3888",1
"3889",1
"3890",1
"3891",1
"3892",1
"3893",0
"3894",1
"3895",0
"3896",1
"3897",1
"3898",1
"3899",1
"3900",1
"3901",1
"3902",1
"3903",1
"3904",0
"3905",1
"3906",1
"3907",1
"3908",1
"3909",1
"3910",1
"3911",1
"3912",1
"3913",1
"3914",1
"3915",0
"3916",1
"3917",1
"3918",1
"3919",1
"3920",1
"3921",1
"3922",0
"3923",0
"3924",1
"3925",1
"3926",0
"3927",1
"3928",1
"3929",1
"3930",1
"3931",1
"3932",1
"3933",1
"3934",1
"3935",1
"3936",1
"3937",1
"3938",1
"3939",1
"3940",0
"3941",1
"3942",1
"3943",1
"3944",1
"3945",1
"3946",1
"3947",1
"3948",0
"3949",1
"3950",1
"3951",1
"3952",1
"3953",1
"3954",1
"3955",1
"3956",1
"3957",1
"3958",1
"3959",1
"3960",1
"3961",1
"3962",1
"3963",1
"3964",1
"3965",1
"3966",1
"3967",1
"3968",1
"3969",1
"3970",1
"3971",1
"3972",1
"3973",1
"3974",0
"3975",1
"3976",1
"3977",0
"3978",1
"3979",1
"3980",1
"3981",1
"3982",1
"3983",1
"3984",1
"3985",1
"3986",1
"3987",1
"3988",1
"3989",1
"3990",1
"3991",0
"3992",1
"3993",0
"3994",1
"3995",1
"3996",1
"3997",1
"3998",1
"3999",1
"4000",1
"4001",0
"4002",1
"4003",1
"4004",1
"4005",0
"4006",1
"4007",1
"4008",1
"4009",1
"4010",1
"4011",1
"4012",0
"4013",1
"4014",0
"4015",1
"4016",1
"4017",1
"4018",1
"4019",1
"4020",1
"4021",1
"4022",1
"4023",1
"4024",1
"4025",1
"4026",1
"4027",1
"4028",0
"4029",0
"4030",0
"4031",0
"4032",1
"4033",1
"4034",1
"4035",1
"4036",1
"4037",0
"4038",1
"4039",1
"4040",1
"4041",0
"4042",1
"4043",0
"4044",0
"4045",1
"4046",1
"4047",0
"4048",0
"4049",0
"4050",1
"4051",0
"4052",0
"4053",1
"4054",1
"4055",1
"4056",1
"4057",1
"4058",1
"4059",1
"4060",1
"4061",1
"4062",1
"4063",1
"4064",1
"4065",0
"4066",0
"4067",1
"4068",1
"4069",1
"4070",1
"4071",0
"4072",0
"4073",1
"4074",1
"4075",1
"4076",1
"4077",1
"4078",0
"4079",1
"4080",1
"4081",1
"4082",1
"4083",1
"4084",1
"4085",0
"4086",1
"4087",0
"4088",1
"4089",1
"4090",1
"4091",1
"4092",1
"4093",1
"4094",0
"4095",1
"4096",0
"4097",1
"4098",0
"4099",1
"4100",1
"4101",1
"4102",1
"4103",1
"4104",1
"4105",1
"4106",1
"4107",1
"4108",0
"4109",0
"4110",0
"4111",1
"4112",1
"4113",0
"4114",0
"4115",0
"4116",1
"4117",1
"4118",1
"4119",0
"4120",1
"4121",0
"4122",1
"4123",1
"4124",1
"4125",1
"4126",1
"4127",1
"4128",1
"4129",1
"4130",1
"4131",1
"4132",0
"4133",1
"4134",0
"4135",1
"4136",1
"4137",1
"4138",1
"4139",1
"4140",1
"4141",1
"4142",1
"4143",0
"4144",1
"4145",1
"4146",1
"4147",1
"4148",1
"4149",1
"4150",0
"4151",1
"4152",0
"4153",0
"4154",0
"4155",1
"4156",0
"4157",1
"4158",1
"4159",1
"4160",1
"4161",1
"4162",1
"4163",0
"4164",1
"4165",1
"4166",0
"4167",1
"4168",1
"4169",1
"4170",1
"4171",0
"4172",0
"4173",0
"4174",1
"4175",1
"4176",1
"4177",1
"4178",1
"4179",0
"4180",1
"4181",1
"4182",1
"4183",0
"4184",0
"4185",1
"4186",0
"4187",1
"4188",1
"4189",1
"4190",1
"4191",1
"4192",1
"4193",1
"4194",1
"4195",1
"4196",1
"4197",1
"4198",1
"4199",0
"4200",1
"4201",1
"4202",1
"4203",1
"4204",0
"4205",1
"4206",0
"4207",0
"4208",0
"4209",1
"4210",1
"4211",1
"4212",1
"4213",1
"4214",1
"4215",1
"4216",0
"4217",1
"4218",0
"4219",1
"4220",0
"4221",1
"4222",1
"4223",1
"4224",0
"4225",1
"4226",1
"4227",0
"4228",1
"4229",1
"4230",1
"4231",0
"4232",1
"4233",1
"4234",1
"4235",1
"4236",1
"4237",1
"4238",0
"4239",1
"4240",0
"4241",1
"4242",1
"4243",1
"4244",1
"4245",0
"4246",0
"4247",1
"4248",0
"4249",1
"4250",1
"4251",1
"4252",1
"4253",1
"4254",1
"4255",0
"4256",1
"4257",1
"4258",1
"4259",0
"4260",1
"4261",1
"4262",1
"4263",1
"4264",1
"4265",1
"4266",1
"4267",1
"4268",1
"4269",1
"4270",1
"4271",1
"4272",1
"4273",1
"4274",0
"4275",1
"4276",1
"4277",1
"4278",0
"4279",1
"4280",1
"4281",1
"4282",1
"4283",1
"4284",1
"4285",0
"4286",0
"4287",1
"4288",1
"4289",0
"4290",1
"4291",1
"4292",1
"4293",1
"4294",0
"4295",1
"4296",1
"4297",0
"4298",1
"4299",0
"4300",1
"4301",1
"4302",0
"4303",0
"4304",1
"4305",1
"4306",1
"4307",1
"4308",1
"4309",1
"4310",1
"4311",0
"4312",1
"4313",1
"4314",1
"4315",0
"4316",1
"4317",0
"4318",1
"4319",1
"4320",1
"4321",1
"4322",1
"4323",1
"4324",1
"4325",1
"4326",0
"4327",0
"4328",1
"4329",0
"4330",1
"4331",1
"4332",1
"4333",0
"4334",0
"4335",0
"4336",1
"4337",1
"4338",1
"4339",1
"4340",1
"4341",0
"4342",0
"4343",1
"4344",1
"4345",0
"4346",1
"4347",1
"4348",1
"4349",1
"4350",1
"4351",0
"4352",1
"4353",1
"4354",0
"4355",1
"4356",1
"4357",1
"4358",0
"4359",1
"4360",1
"4361",1
"4362",1
"4363",1
"4364",1
"4365",1
"4366",0
"4367",1
"4368",0
"4369",1
"4370",0
"4371",0
"4372",1
"4373",1
"4374",1
"4375",1
"4376",1
"4377",1
"4378",0
"4379",1
"4380",1
"4381",1
"4382",1
"4383",1
"4384",1
"4385",1
"4386",1
"4387",1
"4388",1
"4389",0
"4390",1
"4391",1
"4392",1
"4393",1
"4394",1
"4395",1
"4396",1
"4397",1
"4398",1
"4399",1
"4400",0
"4401",1
"4402",0
"4403",1
"4404",1
"4405",1
"4406",0
"4407",1
"4408",1
"4409",1
"4410",1
"4411",1
"4412",1
"4413",0
"4414",1
"4415",1
"4416",1
"4417",1
"4418",1
"4419",0
"4420",1
"4421",1
"4422",1
"4423",1
"4424",1
"4425",0
"4426",1
"4427",1
"4428",0
"4429",1
"4430",1
"4431",1
"4432",0
"4433",1
"4434",1
"4435",1
"4436",1
"4437",1
"4438",0
"4439",1
"4440",1
"4441",1
"4442",1
"4443",1
"4444",1
"4445",1
"4446",1
"4447",1
"4448",1
"4449",0
"4450",1
"4451",1
"4452",1
"4453",0
"4454",0
"4455",1
"4456",1
"4457",1
"4458",1
"4459",1
"4460",0
"4461",0
"4462",1
"4463",1
"4464",1
"4465",1
"4466",1
"4467",1
"4468",0
"4469",0
"4470",1
"4471",0
"4472",1
"4473",1
"4474",0
"4475",1
"4476",0
"4477",0
"4478",1
"4479",1
"4480",0
"4481",0
"4482",1
"4483",1
"4484",1
"4485",1
"4486",1
"4487",1
"4488",1
"4489",1
"4490",1
"4491",1
"4492",0
"4493",1
"4494",1
"4495",1
"4496",1
"4497",1
"4498",1
"4499",1
"4500",1
"4501",1
"4502",0
"4503",0
"4504",1
"4505",1
"4506",1
"4507",1
"4508",0
"4509",1
"4510",1
"4511",1
"4512",1
"4513",1
"4514",0
"4515",1
"4516",1
"4517",1
"4518",0
"4519",1
"4520",1
"4521",1
"4522",1
"4523",1
"4524",0
"4525",0
"4526",1
"4527",0
"4528",0
"4529",0
"4530",0
"4531",1
"4532",1
"4533",1
"4534",0
"4535",1
"4536",0
"4537",1
"4538",1
"4539",1
"4540",1
"4541",0
"4542",1
"4543",0
"4544",1
"4545",1
"4546",0
"4547",0
"4548",0
"4549",1
"4550",0
"4551",1
"4552",1
"4553",0
"4554",0
"4555",1
"4556",1
"4557",0
"4558",1
"4559",1
"4560",0
"4561",1
"4562",1
"4563",0
"4564",0
"4565",0
"4566",0
"4567",0
"4568",1
"4569",1
"4570",1
"4571",0
"4572",1
"4573",1
"4574",0
"4575",0
"4576",0
"4577",0
"4578",1
"4579",0
"4580",0
"4581",0
"4582",0
"4583",0
"4584",1
"4585",1
"4586",0
"4587",1
"4588",0
"4589",1
"4590",1
"4591",1
"4592",0
"4593",0
"4594",1
"4595",1
"4596",1
"4597",0
"4598",0
"4599",1
"4600",1
"4601",1
"4602",1
"4603",0
"4604",1
"4605",0
"4606",1
"4607",0
"4608",0
"4609",1
"4610",1
"4611",1
"4612",0
"4613",1
"4614",1
"4615",1
"4616",1
"4617",0
"4618",1
"4619",0
"4620",1
"4621",1
"4622",1
"4623",1
"4624",0
"4625",0
"4626",0
"4627",0
"4628",1
"4629",1
"4630",1
"4631",1
"4632",0
"4633",1
"4634",0
"4635",0
"4636",1
"4637",1
"4638",1
"4639",1
"4640",0
"4641",1
"4642",0
"4643",0
"4644",1
"4645",1
"4646",0
"4647",1
"4648",1
"4649",0
"4650",1
"4651",1
"4652",1
"4653",1
"4654",0
"4655",1
"4656",0
"4657",0
"4658",1
"4659",0
"4660",1
"4661",1
"4662",1
"4663",0
"4664",1
"4665",0
"4666",1
"4667",1
"4668",1
"4669",0
"4670",0
"4671",1
"4672",1
"4673",1
"4674",1
"4675",1
"4676",1
"4677",0
"4678",1
"4679",1
"4680",0
"4681",1
"4682",1
"4683",0
"4684",0
"4685",0
"4686",0
"4687",1
"4688",1
"4689",1
"4690",1
"4691",0
"4692",0
"4693",0
"4694",0
"4695",0
"4696",0
"4697",0
"4698",1
"4699",1
"4700",1
"4701",1
"4702",1
"4703",0
"4704",0
"4705",0
"4706",1
"4707",1
"4708",0
"4709",1
"4710",0
"4711",1
"4712",0
"4713",1
"4714",1
"4715",0
"4716",0
"4717",1
"4718",1
"4719",1
"4720",0
"4721",1
"4722",0
"4723",0
"4724",1
"4725",1
"4726",0
"4727",0
"4728",0
"4729",0
"4730",0
"4731",1
"4732",1
"4733",0
"4734",1
"4735",1
"4736",0
"4737",1
"4738",0
"4739",1
"4740",0
"4741",1
"4742",0
"4743",1
"4744",0
"4745",0
"4746",1
"4747",1
"4748",1
"4749",0
"4750",1
"4751",0
"4752",0
"4753",0
"4754",0
"4755",0
"4756",1
"4757",1
"4758",0
"4759",0
"4760",0
"4761",1
"4762",0
"4763",1
"4764",0
"4765",0
"4766",1
"4767",1
"4768",0
"4769",0
"4770",0
"4771",1
"4772",1
"4773",1
"4774",1
"4775",0
"4776",0
"4777",0
"4778",1
"4779",0
"4780",0
"4781",1
"4782",1
"4783",1
"4784",0
"4785",1
"4786",1
"4787",0
"4788",1
"4789",0
"4790",0
"4791",0
"4792",1
"4793",1
"4794",0
"4795",1
"4796",1
"4797",1
"4798",1
"4799",1
"4800",0
"4801",1
"4802",1
"4803",0
"4804",1
"4805",1
"4806",1
"4807",1
"4808",1
"4809",0
"4810",1
"4811",1
"4812",1
"4813",0
"4814",0
"4815",1
"4816",1
"4817",1
"4818",0
"4819",0
"4820",0
"4821",1
"4822",1
"4823",0
"4824",0
"4825",1
"4826",1
"4827",0
"4828",1
"4829",1
